biorxiv_doi,published_doi,preprint_platform,preprint_category,preprint_date,published_date,quarter
10.1101/2024.12.16.628727,10.1016/j.biopsych.2025.03.021,bioRxiv,neuroscience,2024-12-17,2025-04-06,2025-04
10.1101/2024.05.06.592766,10.1038/s42003-025-07977-1,bioRxiv,cancer biology,2024-05-09,2025-04-05,2025-04
10.1101/2025.02.10.637465,10.1038/s41380-025-02996-0,bioRxiv,animal behavior and cognition,2025-02-11,2025-04-05,2025-04
10.1101/2024.05.08.593170,10.1038/s41467-025-58405-1,bioRxiv,cell biology,2024-05-10,2025-04-05,2025-04
10.1101/2024.11.27.625712,10.1038/s41467-025-58412-2,bioRxiv,microbiology,2024-11-27,2025-04-05,2025-04
10.1101/2024.10.03.615557,10.1038/s41467-025-58664-y,bioRxiv,molecular biology,2024-10-03,2025-04-05,2025-04
10.1101/2024.01.10.575076,10.1038/s41380-025-02971-9,bioRxiv,neuroscience,2024-01-11,2025-04-05,2025-04
10.1101/2024.10.17.618907,10.1186/s12967-025-06258-z,bioRxiv,cancer biology,2024-10-21,2025-04-05,2025-04
10.1101/2024.09.24.614711,10.1186/s13287-025-04281-x,bioRxiv,cell biology,2024-09-26,2025-04-05,2025-04
10.1101/2024.07.08.602299,10.1038/s42004-025-01502-5,bioRxiv,biophysics,2024-07-08,2025-04-06,2025-04
10.1101/2024.01.05.573095,10.1038/s41398-025-03336-0,bioRxiv,neuroscience,2024-01-06,2025-04-06,2025-04
10.1101/2024.04.24.590914,10.1038/s42003-025-07995-z,bioRxiv,bioinformatics,2024-04-28,2025-04-06,2025-04
10.1101/2023.10.13.562171,10.1038/s41598-025-96248-4,bioRxiv,genomics,2023-10-17,2025-04-06,2025-04
10.1101/2025.03.06.641941,10.1186/s40168-025-02086-x,bioRxiv,microbiology,2025-03-10,2025-04-07,2025-04
10.1101/2024.07.22.604652,10.18103/mra.v13i3.6382,bioRxiv,molecular biology,2024-07-23,2025-04-07,2025-04
10.1101/2024.11.07.622577,10.1038/s41698-025-00853-5,bioRxiv,cancer biology,2024-11-11,2025-04-07,2025-04
10.1101/2024.04.29.591591,10.3389/fmolb.2025.1426949,bioRxiv,cancer biology,2024-04-30,2025-04-07,2025-04
10.1101/2023.05.10.540258,10.3389/fmolb.2025.1513660,bioRxiv,biochemistry,2023-05-10,2025-04-07,2025-04
10.1101/2023.12.31.573796,10.1002/aisy.202400947,bioRxiv,bioinformatics,2024-01-01,2025-04-07,2025-04
10.1101/2024.10.08.617197,10.1002/mrm.30518,bioRxiv,bioengineering,2024-10-12,2025-04-07,2025-04
10.1101/2024.05.19.594889,10.1111/cpr.70028,bioRxiv,genetics,2024-05-20,2025-04-07,2025-04
10.1101/2024.10.12.617193,10.1080/2162402X.2025.2485535,bioRxiv,cancer biology,2024-10-13,2025-04-07,2025-04
10.1101/2024.01.18.576317,10.1038/s41588-025-02148-8,bioRxiv,bioinformatics,2024-01-23,2025-04-07,2025-04
10.1101/2024.07.29.605648,10.1038/s42003-025-07908-0,bioRxiv,biophysics,2024-07-30,2025-04-07,2025-04
10.1101/2025.02.12.637981,10.1080/07391102.2025.2487202,bioRxiv,biochemistry,2025-02-16,2025-04-07,2025-04
10.1101/2024.09.21.614205,10.1038/s41467-025-58219-1,bioRxiv,microbiology,2024-09-21,2025-04-07,2025-04
10.1101/2024.11.12.623286,10.1002/eap.70020,bioRxiv,ecology,2024-11-15,2025-04-07,2025-04
10.1101/2024.08.22.608850,10.7554/eLife.103109,bioRxiv,evolutionary biology,2024-08-26,2025-04-07,2025-04
10.1101/2024.07.26.605279,10.1002/advs.202411829,bioRxiv,neuroscience,2024-07-26,2025-04-07,2025-04
10.1101/2024.05.24.595802,10.1002/yea.4001,bioRxiv,genetics,2024-05-30,2025-04-07,2025-04
10.1101/2022.12.13.520338,10.1111/brv.70001,bioRxiv,evolutionary biology,2022-12-15,2025-04-07,2025-04
10.1101/2024.05.30.596123,10.1128/jvi.02167-24,bioRxiv,molecular biology,2024-05-31,2025-04-07,2025-04
10.1101/2024.11.15.623851,10.1128/aem.02234-24,bioRxiv,microbiology,2024-11-16,2025-04-07,2025-04
10.1101/2024.08.06.606424,10.1002/glia.70020,bioRxiv,neuroscience,2024-08-06,2025-04-07,2025-04
10.1101/2025.01.09.632267,10.3389/fmicb.2025.1557188,bioRxiv,microbiology,2025-01-11,2025-04-07,2025-04
10.1101/2024.09.23.614429,10.3897/mbmg.9.137772,bioRxiv,ecology,2024-09-24,2025-04-07,2025-04
10.1101/2024.11.30.626192,10.1037/xan0000394,bioRxiv,animal behavior and cognition,2024-12-01,2025-04-07,2025-04
10.1101/2024.04.24.590923,10.1037/pha0000774,bioRxiv,neuroscience,2024-04-28,2025-04-07,2025-04
10.1101/2023.07.04.547676,10.1093/jbmrpl/ziaf057,bioRxiv,physiology,2023-07-04,2025-04-07,2025-04
10.1101/2024.02.06.579052,10.7554/eLife.97760.3,bioRxiv,neuroscience,2024-02-07,2025-04-07,2025-04
10.1101/2022.11.28.518224,10.1093/bioadv/vbaf042,bioRxiv,bioinformatics,2022-11-28,2025-04-07,2025-04
10.1101/2024.02.13.578901,10.1172/jci.insight.179990,bioRxiv,molecular biology,2024-02-13,2025-04-07,2025-04
10.1101/2024.10.04.616615,10.1073/pnas.2420402122,bioRxiv,microbiology,2024-10-04,2025-04-07,2025-04
10.1101/2024.09.30.615870,10.1073/pnas.2413709122,bioRxiv,systems biology,2024-10-01,2025-04-07,2025-04
10.1101/2025.01.22.631350,10.1158/0008-5472.CAN-24-3723,bioRxiv,cancer biology,2025-01-24,2025-04-07,2025-04
10.1101/2024.09.21.614276,10.1371/journal.pone.0311449,bioRxiv,microbiology,2024-09-23,2025-04-07,2025-04
10.1101/2024.08.05.606669,10.1109/TBME.2025.3554935,bioRxiv,neuroscience,2024-08-07,2025-04-07,2025-04
10.1101/2024.04.27.591478,10.1093/bioinformatics/btaf148,bioRxiv,bioinformatics,2024-04-29,2025-04-08,2025-04
10.1101/2024.12.11.627896,10.1093/bib/bbaf146,bioRxiv,systems biology,2024-12-18,2025-04-08,2025-04
10.1101/2024.10.21.619494,10.1093/function/zqaf019,bioRxiv,physiology,2024-10-24,2025-04-08,2025-04
10.1101/2024.09.03.610646,10.3389/fpain.2025.1492773,bioRxiv,neuroscience,2024-09-05,2025-04-08,2025-04
10.1101/2025.03.04.641397,10.3389/fneur.2025.1513501,bioRxiv,physiology,2025-03-10,2025-04-08,2025-04
10.1101/2024.10.11.617727,10.1007/s44371-025-00144-9,bioRxiv,biochemistry,2024-10-14,2025-04-08,2025-04
10.1101/2024.12.18.629210,10.1186/s13293-025-00703-w,bioRxiv,neuroscience,2024-12-20,2025-04-03,2025-04
10.1101/2024.08.01.606276,10.1093/nar/gkaf271,bioRxiv,biophysics,2024-08-02,2025-04-14,2025-04
10.1101/2024.06.20.599854,10.1038/s41467-025-59229-9,bioRxiv,microbiology,2024-06-20,2025-05-06,2025-04
10.1101/2024.09.13.612825,10.1371/journal.pbio.3003050,bioRxiv,neuroscience,2024-09-15,2025-04-02,2025-04
10.1101/2024.10.17.618670,10.1093/cercor/bhaf083,bioRxiv,neuroscience,2024-10-21,2025-04-23,2025-04
10.1101/2024.11.22.624930,10.1063/5.0250190,bioRxiv,biophysics,2024-11-25,2025-04-08,2025-04
10.1101/2024.07.17.603994,10.7554/eLife.101606,bioRxiv,immunology,2024-07-19,2025-04-08,2025-04
10.1101/2024.09.24.613639,10.1002/ana.27231,bioRxiv,pathology,2024-09-25,2025-04-08,2025-04
10.1101/2024.10.28.619893,10.1128/mbio.03378-24,bioRxiv,microbiology,2024-10-28,2025-04-04,2025-04
10.1101/2024.10.07.616719,10.1128/msystems.01364-24,bioRxiv,bioinformatics,2024-10-11,2025-04-08,2025-04
10.1101/2024.06.05.597559,10.1111/ecog.07580,bioRxiv,ecology,2024-06-06,2025-04-08,2025-04
10.1101/2025.02.04.636517,10.1099/ijsem.0.006747,bioRxiv,microbiology,2025-02-04,2025-04-08,2025-04
10.1101/2025.03.18.643924,10.1162/jocn_a_02335,bioRxiv,neuroscience,2025-03-18,2025-04-08,2025-04
10.1101/2024.03.26.586230,10.7554/eLife.98023.3,bioRxiv,pathology,2024-03-28,2025-04-08,2025-04
10.1101/2024.08.28.609778,10.1162/nol_a_00169,bioRxiv,neuroscience,2024-08-30,2025-04-08,2025-04
10.1101/2024.03.01.583033,10.1073/pnas.2406333122,bioRxiv,neuroscience,2024-03-05,2025-04-08,2025-04
10.1101/2023.09.07.556613,10.1073/pnas.2411946122,bioRxiv,ecology,2023-09-12,2025-04-08,2025-04
10.1101/2025.02.17.638677,10.26508/lsa.202403147,bioRxiv,genetics,2025-02-21,2025-04-08,2025-04
10.1101/2024.08.19.608569,10.1371/journal.pcbi.1012418,bioRxiv,evolutionary biology,2024-08-19,2025-04-08,2025-04
10.1101/2024.06.07.597956,10.1371/journal.pone.0318820,bioRxiv,microbiology,2024-06-07,2025-04-08,2025-04
10.1101/2023.11.05.565684,10.1038/s41598-025-86505-x,bioRxiv,evolutionary biology,2023-11-05,2025-04-08,2025-04
10.1101/2023.03.10.529743,10.1165/rcmb.2024-0303OC,bioRxiv,pathology,2023-03-10,2025-04-08,2025-04
10.1101/2024.03.13.584147,10.1186/s12929-025-01134-w,bioRxiv,biophysics,2024-03-15,2025-04-07,2025-04
10.1101/2024.09.02.610744,10.1103/PhysRevLett.134.128402,bioRxiv,ecology,2024-09-03,2025-04-08,2025-04
10.1101/2023.07.30.551157,10.1016/j.cell.2025.02.034,bioRxiv,biophysics,2023-07-31,2025-04-04,2025-04
10.1101/2024.09.09.611983,10.1098/rspb.2024.2566,bioRxiv,neuroscience,2024-09-13,2025-04-08,2025-04
10.1101/2023.05.02.539099,10.1098/rsos.241161,bioRxiv,neuroscience,2023-05-03,2025-04-08,2025-04
10.1101/2023.11.21.568191,10.1038/s41467-025-58488-w,bioRxiv,synthetic biology,2023-11-22,2025-04-07,2025-04
10.1101/2022.09.29.510032,10.1007/s43657-024-00195-5,bioRxiv,systems biology,2022-09-30,2025-04-07,2025-04
10.1101/2024.10.01.616065,10.1038/s44318-025-00420-5,bioRxiv,developmental biology,2024-10-02,2025-04-01,2025-04
10.1101/2025.01.01.631009,10.1016/j.cell.2025.03.029,bioRxiv,microbiology,2025-01-02,2025-04-06,2025-04
10.1101/2025.03.03.616975,10.1007/s12225-024-10237-w,bioRxiv,plant biology,2025-03-03,2025-04-09,2025-04
10.1101/2024.10.23.619655,10.3389/fbioe.2025.1515962,bioRxiv,systems biology,2024-10-27,2025-04-09,2025-04
10.1101/2024.06.23.600261,10.3389/frqst.2025.1544473,bioRxiv,biophysics,2024-06-25,2025-04-09,2025-04
10.1101/2023.03.27.534404,10.1080/27694127.2025.2484835,bioRxiv,systems biology,2023-03-28,2025-04-09,2025-04
10.1101/2023.09.29.560093,10.1093/jxb/eraf148,bioRxiv,plant biology,2023-10-01,2025-04-09,2025-04
10.1101/2024.03.12.584699,10.7150/ijms.105965,bioRxiv,molecular biology,2024-03-14,2025-04-09,2025-04
10.1101/2024.10.12.617982,10.7150/thno.104474,bioRxiv,neuroscience,2024-10-12,2025-04-09,2025-04
10.1101/2024.07.16.603654,10.3389/fphar.2025.1469986,bioRxiv,pharmacology and toxicology,2024-07-18,2025-04-09,2025-04
10.1101/2024.10.11.617882,10.7554/eLife.104725.3,bioRxiv,synthetic biology,2024-10-12,2025-04-09,2025-04
10.1101/2024.02.05.578890,10.1038/s41556-025-01648-3,bioRxiv,cell biology,2024-02-05,2025-04-09,2025-04
10.1101/2024.09.02.610014,10.3389/fcell.2025.1523833,bioRxiv,developmental biology,2024-09-03,2025-04-09,2025-04
10.1101/2024.10.01.616185,10.1098/rsif.2024.0739,bioRxiv,biophysics,2024-10-02,2025-04-08,2025-04
10.1101/2021.03.05.433759,10.1128/mbio.01338-24,bioRxiv,microbiology,2021-03-06,2025-04-09,2025-04
10.1101/2025.01.24.634813,10.1128/mbio.04068-24,bioRxiv,biochemistry,2025-01-27,2025-04-09,2025-04
10.1101/2025.01.08.631902,10.1128/jvi.00035-25,bioRxiv,microbiology,2025-01-08,2025-04-09,2025-04
10.1101/2025.01.28.635394,10.1128/jvi.00490-25,bioRxiv,biochemistry,2025-01-29,2025-04-09,2025-04
10.1101/2025.01.09.632177,10.1016/j.bvth.2025.100067,bioRxiv,immunology,2025-01-13,2025-04-09,2025-04
10.1101/2024.08.06.606775,10.7554/eLife.101302,bioRxiv,neuroscience,2024-08-08,2025-04-09,2025-04
10.1101/2024.08.06.606801,10.2337/db24-0720,bioRxiv,cell biology,2024-08-07,2025-04-09,2025-04
10.1101/2024.03.24.585819,10.1111/1365-2745.70044,bioRxiv,ecology,2024-03-27,2025-04-09,2025-04
10.1101/2024.09.20.614144,10.1073/pnas.2420190122,bioRxiv,immunology,2024-09-24,2025-04-09,2025-04
10.1101/2024.04.26.591386,10.1091/mbc.E25-03-0119,bioRxiv,systems biology,2024-04-29,2025-04-09,2025-04
10.1101/2025.01.17.633617,10.1091/mbc.E25-01-0027,bioRxiv,cell biology,2025-01-20,2025-04-09,2025-04
10.1101/2024.12.23.629644,10.1038/s41598-025-95180-x,bioRxiv,animal behavior and cognition,2024-12-23,2025-04-07,2025-04
10.1101/2024.05.07.592985,10.1038/s41598-025-90592-1,bioRxiv,developmental biology,2024-05-08,2025-04-05,2025-04
10.1101/2024.07.30.605934,10.1038/s41467-025-58604-w,bioRxiv,neuroscience,2024-07-30,2025-04-07,2025-04
10.1101/2024.04.16.589805,10.1038/s42004-025-01506-1,bioRxiv,bioinformatics,2024-04-19,2025-04-07,2025-04
10.1101/2024.02.09.579665,10.1186/s13059-025-03552-3,bioRxiv,neuroscience,2024-02-12,2025-04-07,2025-04
10.1101/2020.11.12.380089,10.1038/s41467-025-58485-z,bioRxiv,neuroscience,2020-11-15,2025-04-07,2025-04
10.1101/2024.10.16.618742,10.1038/s44328-025-00035-0,bioRxiv,bioinformatics,2024-10-18,2025-04-08,2025-04
10.1101/2023.10.04.560871,10.1038/s41467-025-57807-5,bioRxiv,systems biology,2023-10-05,2025-04-08,2025-04
10.1101/2024.06.11.598470,10.1038/s41398-025-03337-z,bioRxiv,neuroscience,2024-06-11,2025-04-08,2025-04
10.1101/2024.04.10.588949,10.1038/s41467-025-58661-1,bioRxiv,neuroscience,2024-04-14,2025-04-08,2025-04
10.1101/2022.02.09.479758,10.1038/s41598-025-95968-x,bioRxiv,neuroscience,2022-02-10,2025-04-08,2025-04
10.1101/2025.01.23.634475,10.1371/journal.pone.0318764,bioRxiv,physiology,2025-01-26,2025-04-09,2025-04
10.1101/2024.10.23.619951,10.1038/s41467-025-58433-x,bioRxiv,biochemistry,2024-10-24,2025-04-08,2025-04
10.1101/2024.10.12.618041,10.1038/s41467-025-58728-z,bioRxiv,bioinformatics,2024-10-15,2025-04-08,2025-04
10.1101/2024.04.03.587746,10.1038/s41398-025-03258-x,bioRxiv,neuroscience,2024-04-04,2025-04-09,2025-04
10.1101/2024.06.16.598756,10.1371/journal.pgen.1011653,bioRxiv,plant biology,2024-06-16,2025-04-09,2025-04
10.1101/2024.09.13.612876,10.1073/pnas.2425261122,bioRxiv,biophysics,2024-09-19,2025-04-09,2025-04
10.1101/2024.08.26.609529,10.1073/pnas.2417290122,bioRxiv,biophysics,2024-08-26,2025-04-09,2025-04
10.1101/2024.11.22.624803,10.1073/pnas.2424434122,bioRxiv,biophysics,2024-11-22,2025-04-09,2025-04
10.1101/2024.03.25.586604,10.1523/JNEUROSCI.0601-24.2025,bioRxiv,neuroscience,2024-03-29,2025-04-09,2025-04
10.1101/2024.10.20.619325,10.1523/JNEUROSCI.0217-25.2025,bioRxiv,neuroscience,2024-10-22,2025-04-09,2025-04
10.1101/2024.02.01.578473,10.1523/JNEUROSCI.0218-24.2025,bioRxiv,neuroscience,2024-02-01,2025-04-09,2025-04
10.1101/2024.05.24.595663,10.1126/sciadv.ads6498,bioRxiv,immunology,2024-05-28,2025-04-09,2025-04
10.1101/2024.05.11.593695,10.1126/sciadv.adr8015,bioRxiv,neuroscience,2024-05-12,2025-04-09,2025-04
10.1101/2024.01.13.575526,10.1126/sciadv.adq2519,bioRxiv,cell biology,2024-01-14,2025-04-09,2025-04
10.1101/2024.04.23.590738,10.1371/journal.pcbi.1012908,bioRxiv,systems biology,2024-04-27,2025-04-09,2025-04
10.1101/2023.03.10.531095,10.1038/s41467-025-58620-w,bioRxiv,neuroscience,2023-03-11,2025-04-09,2025-04
10.1101/2024.01.24.576675,10.1038/s42003-025-07879-2,bioRxiv,neuroscience,2024-01-24,2025-04-09,2025-04
10.1101/2024.03.26.586786,10.1038/s41380-025-03010-3,bioRxiv,genomics,2024-03-28,2025-04-09,2025-04
10.1101/2025.03.05.641116,10.1038/s41375-025-02593-8,bioRxiv,cancer biology,2025-03-07,2025-04-09,2025-04
10.1101/2024.02.22.581507,10.1038/s41418-025-01502-x,bioRxiv,cancer biology,2024-02-26,2025-04-09,2025-04
10.1101/2025.01.21.634131,10.1186/s12985-025-02720-y,bioRxiv,microbiology,2025-01-21,2025-04-09,2025-04
10.1101/2023.06.24.546358,10.1038/s43587-025-00847-9,bioRxiv,developmental biology,2023-06-28,2025-04-04,2025-04
10.1101/2024.07.08.602554,10.1093/jimmun/vkaf034,bioRxiv,immunology,2024-07-11,2025-04-10,2025-04
10.1101/2024.09.25.614526,10.1016/j.bbi.2025.03.036,bioRxiv,neuroscience,2024-09-26,2025-04-02,2025-04
10.1101/2024.02.28.582655,10.1093/sleep/zsaf086,bioRxiv,neuroscience,2024-03-03,2025-04-03,2025-04
10.1101/2023.03.14.532674,10.1038/s41586-025-08660-5,bioRxiv,neuroscience,2023-03-15,2025-04-09,2025-04
10.1101/2020.06.04.132571,10.1242/dmm.052282,bioRxiv,neuroscience,2020-06-05,2025-04-10,2025-04
10.1101/2024.07.16.603672,10.1093/procel/pwaf019,bioRxiv,cancer biology,2024-07-19,2025-04-07,2025-04
10.1101/2023.11.08.566338,10.1161/ATVBAHA.124.322244,bioRxiv,cell biology,2023-11-09,2025-04-10,2025-04
10.1101/2023.12.14.571721,10.12688/f1000research.163516.1,bioRxiv,bioengineering,2023-12-15,2025-04-10,2025-04
10.1101/2023.02.16.528835,10.3390/virtualworlds4020014,bioRxiv,scientific communication and education,2023-02-19,2025-04-10,2025-04
10.1101/2024.08.23.609377,10.1002/ar.25665,bioRxiv,developmental biology,2024-08-23,2025-04-10,2025-04
10.1101/2024.12.02.626345,10.1093/evolut/qpaf070,bioRxiv,evolutionary biology,2024-12-02,2025-04-08,2025-04
10.1101/2024.06.03.597085,10.1038/s41375-025-02584-9,bioRxiv,cancer biology,2024-06-03,2025-04-04,2025-04
10.1101/2024.10.20.619258,10.1038/s41598-025-95990-z,bioRxiv,developmental biology,2024-10-22,2025-04-04,2025-04
10.1101/2024.07.09.602679,10.1038/s41467-025-58461-7,bioRxiv,molecular biology,2024-07-10,2025-04-04,2025-04
10.1101/2024.05.30.596611,10.1038/s41467-025-58384-3,bioRxiv,neuroscience,2024-05-30,2025-04-04,2025-04
10.1101/2024.07.19.604253,10.1038/s42003-025-07956-6,bioRxiv,neuroscience,2024-07-23,2025-04-04,2025-04
10.1101/2025.02.10.637448,10.3390/genes16040444,bioRxiv,molecular biology,2025-02-12,2025-04-10,2025-04
10.1101/2023.12.28.573569,10.1128/mbio.00699-25,bioRxiv,bioinformatics,2023-12-28,2025-04-10,2025-04
10.1101/2024.08.19.608685,10.1128/msystems.00060-25,bioRxiv,evolutionary biology,2024-08-20,2025-04-10,2025-04
10.1101/2024.07.29.605726,10.1128/jvi.02275-24,bioRxiv,microbiology,2024-07-30,2025-04-10,2025-04
10.1101/2024.10.03.616309,10.1038/s41540-025-00512-2,bioRxiv,systems biology,2024-10-04,2025-04-10,2025-04
10.1101/2024.09.06.611601,10.1111/1365-2664.70043,bioRxiv,ecology,2024-09-10,2025-04-10,2025-04
10.1101/2024.11.08.622667,10.1093/g3journal/jkaf078,bioRxiv,evolutionary biology,2024-11-11,2025-04-10,2025-04
10.1101/2024.08.31.610659,10.7554/eLife.102433.3,bioRxiv,cancer biology,2024-09-01,2025-04-10,2025-04
10.1101/2024.10.18.619049,10.1007/s00018-025-05640-w,bioRxiv,cell biology,2024-10-19,2025-04-10,2025-04
10.1101/2022.08.26.505350,10.1039/D4CB00122B,bioRxiv,biochemistry,2022-08-27,2025-04-01,2025-04
10.1101/2024.03.11.584456,10.1038/s41467-025-58804-4,bioRxiv,microbiology,2024-03-11,2025-04-10,2025-04
10.1101/2024.01.21.576513,10.1038/s41467-025-58619-3,bioRxiv,cell biology,2024-01-23,2025-04-10,2025-04
10.1101/2023.11.22.567905,10.1371/journal.pbio.3003086,bioRxiv,cancer biology,2023-11-23,2025-04-10,2025-04
10.1101/2024.12.23.630042,10.1371/journal.pgen.1011551,bioRxiv,microbiology,2024-12-23,2025-04-02,2025-04
10.1101/2024.05.01.592010,10.1371/journal.ppat.1012233,bioRxiv,cancer biology,2024-05-03,2025-04-01,2025-04
10.1101/2024.04.18.590027,10.1126/science.adq1709,bioRxiv,molecular biology,2024-04-18,2025-04-10,2025-04
10.1101/2024.10.16.618727,10.1073/pnas.2417400122,bioRxiv,neuroscience,2024-10-18,2025-04-10,2025-04
10.1101/2024.06.19.599772,10.1021/acssynbio.4c00779,bioRxiv,synthetic biology,2024-06-19,2025-04-10,2025-04
10.1101/2024.05.08.593098,10.1371/journal.pone.0319328,bioRxiv,neuroscience,2024-05-08,2025-04-10,2025-04
10.1101/2024.04.15.589548,10.1371/journal.pone.0320006,bioRxiv,cancer biology,2024-04-20,2025-04-10,2025-04
10.1101/2024.10.14.618132,10.1007/s12035-025-04909-2,bioRxiv,neuroscience,2024-10-15,2025-04-10,2025-04
10.1101/2024.08.28.610155,10.1002/advs.202413195,bioRxiv,neuroscience,2024-08-29,2025-04-11,2025-04
10.1101/2024.10.10.617556,10.1016/j.ymben.2025.03.011,bioRxiv,bioengineering,2024-10-10,2025-04-11,2025-04
10.1101/2024.10.29.620765,10.1093/bib/bbaf152,bioRxiv,bioinformatics,2024-11-03,2025-04-11,2025-04
10.1101/2024.11.14.623654,10.1039/D4CB00266K,bioRxiv,biochemistry,2024-11-14,2025-04-03,2025-04
10.1101/2023.06.28.546953,10.1093/genetics/iyaf066,bioRxiv,genetics,2023-06-30,2025-04-05,2025-04
10.1101/2024.06.12.598715,10.1038/s41594-025-01527-3,bioRxiv,biochemistry,2024-06-12,2025-04-11,2025-04
10.1101/2023.08.28.555061,10.1038/s43856-025-00811-z,bioRxiv,neuroscience,2023-08-29,2025-04-10,2025-04
10.1101/2024.09.05.611318,10.1002/oik.11133,bioRxiv,ecology,2024-09-07,2025-04-11,2025-04
10.1101/2024.02.01.577731,10.1111/oik.10778,bioRxiv,ecology,2024-02-02,2025-04-11,2025-04
10.1101/2024.07.07.602148,10.1088/1741-2552/adc8d3,bioRxiv,neuroscience,2024-07-10,2025-04-03,2025-04
10.1101/2024.08.30.610550,10.1080/19420862.2025.2490788,bioRxiv,bioinformatics,2024-09-01,2025-04-11,2025-04
10.1101/2024.05.27.596058,10.1083/jcb.202407166,bioRxiv,cell biology,2024-05-29,2025-04-11,2025-04
10.1101/2024.12.03.626598,10.1186/s12888-025-06786-4,bioRxiv,neuroscience,2024-12-04,2025-04-11,2025-04
10.1101/2024.09.17.612757,10.1038/s41467-025-58688-4,bioRxiv,neuroscience,2024-09-17,2025-04-11,2025-04
10.1101/2025.01.24.634703,10.3390/cells14080575,bioRxiv,neuroscience,2025-01-27,2025-04-11,2025-04
10.1101/2024.04.15.589528,10.1038/s41398-025-03338-y,bioRxiv,neuroscience,2024-04-19,2025-04-11,2025-04
10.1101/2020.05.12.092247,10.1139/facets-2024-0143,bioRxiv,scientific communication and education,2020-05-14,2025-04-11,2025-04
10.1101/2024.08.12.607578,10.7554/eLife.105199,bioRxiv,neuroscience,2024-08-13,2025-04-11,2025-04
10.1101/2024.03.08.583332,10.1038/s41467-025-58705-6,bioRxiv,synthetic biology,2024-03-09,2025-04-11,2025-04
10.1101/2024.11.06.622235,10.1038/s44259-025-00097-0,bioRxiv,microbiology,2024-11-06,2025-04-11,2025-04
10.1101/2023.09.11.557257,10.1038/s41467-025-58707-4,bioRxiv,neuroscience,2023-09-13,2025-04-11,2025-04
10.1101/2024.04.26.591270,10.1038/s43856-025-00816-8,bioRxiv,molecular biology,2024-04-26,2025-04-11,2025-04
10.1101/2024.08.19.608662,10.1038/s41467-025-58736-z,bioRxiv,biophysics,2024-08-19,2025-04-11,2025-04
10.1101/2025.01.16.633348,10.1016/j.bbadis.2025.167822,bioRxiv,pharmacology and toxicology,2025-01-20,2025-04-02,2025-04
10.1101/2024.08.19.608612,10.1371/journal.ppat.1013045,bioRxiv,microbiology,2024-08-19,2025-04-01,2025-04
10.1101/2024.09.12.612763,10.1371/journal.pbio.3003063,bioRxiv,microbiology,2024-09-12,2025-04-07,2025-04
10.1101/2024.04.03.587939,10.1371/journal.pcbi.1012902,bioRxiv,genomics,2024-04-03,2025-04-03,2025-04
10.1101/2024.11.03.621663,10.1073/pnas.2422520122,bioRxiv,evolutionary biology,2024-11-03,2025-04-11,2025-04
10.1101/2024.10.21.619469,10.1073/pnas.2421764122,bioRxiv,microbiology,2024-10-21,2025-04-11,2025-04
10.1101/2024.05.10.593519,10.1523/JNEUROSCI.1049-24.2025,bioRxiv,neuroscience,2024-05-10,2025-04-11,2025-04
10.1101/2025.01.15.633248,10.1523/JNEUROSCI.1495-24.2025,bioRxiv,animal behavior and cognition,2025-01-16,2025-04-11,2025-04
10.1101/2024.02.26.582055,10.1126/sciadv.adp8504,bioRxiv,neuroscience,2024-02-28,2025-04-11,2025-04
10.1101/2024.07.05.602305,10.1126/sciadv.adr2631,bioRxiv,bioengineering,2024-07-10,2025-04-11,2025-04
10.1101/2024.07.11.603104,10.1126/sciadv.adr6211,bioRxiv,neuroscience,2024-07-16,2025-04-11,2025-04
10.1101/2024.09.23.614427,10.1038/s41467-025-58681-x,bioRxiv,cell biology,2024-09-23,2025-04-11,2025-04
10.1101/2024.02.06.578657,10.26508/lsa.202403078,bioRxiv,cell biology,2024-02-08,2025-04-11,2025-04
10.1101/2024.10.25.620197,10.1371/journal.pone.0313385,bioRxiv,ecology,2024-10-29,2025-04-08,2025-04
10.1101/2024.05.07.592648,10.1016/j.bbr.2025.115575,bioRxiv,animal behavior and cognition,2024-05-07,2025-04-05,2025-04
10.1101/2023.03.13.531369,10.1038/s41586-025-08840-3,bioRxiv,neuroscience,2023-03-14,2025-04-09,2025-04
10.1101/2021.07.28.454025,10.1038/s41586-025-08790-w,bioRxiv,neuroscience,2021-07-29,2025-04-09,2025-04
10.1101/2024.11.21.624746,10.1016/j.immuni.2025.03.003,bioRxiv,immunology,2024-11-22,2025-04-02,2025-04
10.1101/2024.08.27.609856,10.1007/s10633-025-10017-2,bioRxiv,neuroscience,2024-08-28,2025-04-12,2025-04
10.1101/2025.02.19.639087,10.1177/0271678X251334222,bioRxiv,neuroscience,2025-02-24,2025-04-12,2025-04
10.1101/2024.09.20.614152,10.1093/lifemeta/loaf012,bioRxiv,cell biology,2024-09-22,2025-04-12,2025-04
10.1101/2024.10.09.617377,10.1038/s41467-025-58786-3,bioRxiv,neuroscience,2024-10-12,2025-04-12,2025-04
10.1101/2024.02.22.579698,10.1038/s41419-025-07579-z,bioRxiv,animal behavior and cognition,2024-02-26,2025-04-12,2025-04
10.1101/2023.07.08.548206,10.1093/nar/gkaf277,bioRxiv,molecular biology,2023-07-08,2025-04-12,2025-04
10.1101/2024.09.23.613762,10.1093/jme/tjaf048,bioRxiv,physiology,2024-09-25,2025-04-13,2025-04
